x,y,trueLabel,anomalyScore,predictedLabel
0,10.0,label0,1.0,label0
1,10.062790519529313,label0,1.0,label0
2,10.125333233564305,label0,1.0,label0
3,10.187381314585725,label0,1.0,label0
4,10.248689887164854,label0,1.0,label0
5,10.309016994374947,label0,1.0,label0
6,10.368124552684678,label0,1.0,label0
7,10.425779291565073,label0,1.0,label0
8,10.481753674101716,label0,1.0,label0
9,10.535826794978997,label0,1.0,label0
10,10.587785252292473,label0,1.0,label0
11,10.63742398974869,label0,1.0,label0
12,10.684547105928688,label0,1.0,label0
13,10.72896862742141,label0,1.0,label0
14,10.77051324277579,label0,1.0,label0
15,10.809016994374947,label0,1.0,label0
16,10.844327925502014,label0,1.0,label0
17,10.876306680043864,label0,1.0,label0
18,10.90482705246602,label0,1.0,label0
19,10.929776485888251,label0,1.0,label0
20,10.951056516295154,label0,1.0,label0
21,10.968583161128631,label0,1.0,label0
22,10.982287250728689,label0,1.0,label0
23,10.992114701314478,label0,1.0,label0
24,10.998026728428272,label0,1.0,label0
25,11.0,label0,1.0,label0
26,10.998026728428272,label0,1.0,label0
27,10.992114701314478,label0,0.45000000000000001,label0
28,10.982287250728689,label0,0.69999999999999996,label0
29,10.968583161128631,label0,0.59999999999999998,label0
30,10.951056516295154,label0,0.80000000000000004,label0
31,10.929776485888251,label0,0.90000000000000002,label0
32,10.90482705246602,label0,0.92500000000000004,label0
33,10.876306680043864,label0,0.94999999999999996,label0
34,10.844327925502014,label0,1.0,label0
35,10.809016994374947,label0,1.0,label0
36,10.77051324277579,label0,1.0,label0
37,10.72896862742141,label0,1.0,label0
38,10.684547105928688,label0,1.0,label0
39,10.63742398974869,label0,1.0,label0
40,10.587785252292473,label0,1.0,label0
41,10.535826794978997,label0,1.0,label0
42,10.481753674101714,label0,1.0,label0
43,10.425779291565073,label0,1.0,label0
44,10.368124552684678,label0,1.0,label0
45,10.309016994374948,label0,1.0,label0
46,10.248689887164856,label0,1.0,label0
47,10.187381314585725,label0,1.0,label0
48,10.125333233564305,label0,1.0,label0
49,10.062790519529313,label0,1.0,label0
50,10.0,label0,1.0,label0
51,9.937209480470687,label0,1.0,label0
52,9.874666766435695,label0,1.0,label0
53,9.812618685414275,label0,1.0,label0
54,9.751310112835146,label0,1.0,label0
55,9.690983005625053,label0,1.0,label0
56,9.631875447315322,label0,1.0,label0
57,9.574220708434927,label0,1.0,label0
58,9.518246325898284,label0,1.0,label0
59,9.464173205021003,label0,1.0,label0
60,9.412214747707527,label0,1.0,label0
61,9.36257601025131,label0,1.0,label0
62,9.315452894071312,label0,1.0,label0
63,9.27103137257859,label0,1.0,label0
64,9.22948675722421,label0,1.0,label0
65,9.190983005625053,label0,1.0,label0
66,9.155672074497986,label0,1.0,label0
67,9.123693319956136,label0,1.0,label0
68,9.09517294753398,label0,1.0,label0
69,9.070223514111749,label0,1.0,label0
70,9.048943483704846,label0,1.0,label0
71,9.031416838871369,label0,1.0,label0
72,9.017712749271311,label0,1.0,label0
73,9.007885298685522,label0,1.0,label0
74,9.001973271571728,label0,1.0,label0
75,9.0,label0,1.0,label0
76,9.001973271571728,label0,0.90000000000000002,label0
77,9.007885298685522,label0,0.40000000000000002,label0
78,9.017712749271311,label0,0.55000000000000004,label0
79,9.031416838871369,label0,0.625,label0
80,9.048943483704846,label0,0.82499999999999996,label0
81,9.070223514111749,label0,0.82499999999999996,label0
82,9.09517294753398,label0,0.80000000000000004,label0
83,9.123693319956137,label0,0.92500000000000004,label0
84,9.155672074497986,label0,0.94999999999999996,label0
85,9.190983005625052,label0,0.97499999999999998,label0
86,9.22948675722421,label0,0.92500000000000004,label0
87,9.271031372578587,label0,0.97499999999999998,label0
88,9.315452894071312,label0,1.0,label0
89,9.36257601025131,label0,1.0,label0
90,9.412214747707527,label0,1.0,label0
91,9.464173205021003,label0,1.0,label0
92,9.518246325898284,label0,1.0,label0
93,9.574220708434927,label0,0.97499999999999998,label0
94,9.631875447315322,label0,1.0,label0
95,9.690983005625052,label0,1.0,label0
96,9.751310112835144,label0,1.0,label0
97,9.812618685414275,label0,1.0,label0
98,9.874666766435695,label0,1.0,label0
99,9.937209480470687,label0,1.0,label0
100,10.0,label0,1.0,label0
101,10.062790519529313,label0,0.0,label0
102,10.125333233564303,label0,0.0,label0
103,10.187381314585725,label0,0.0,label0
104,10.248689887164854,label0,0.0,label0
105,10.309016994374947,label0,0.025000000000000001,label0
106,10.368124552684678,label0,0.0,label0
107,10.425779291565073,label0,0.0,label0
108,10.481753674101714,label0,0.0,label0
109,10.535826794978997,label0,0.050000000000000003,label0
110,10.587785252292473,label0,0.0,label0
111,10.63742398974869,label0,0.0,label0
112,10.684547105928688,label0,0.025000000000000001,label0
113,10.72896862742141,label0,0.025000000000000001,label0
114,10.770513242775788,label0,0.0,label0
115,10.809016994374948,label0,0.025000000000000001,label0
116,10.844327925502014,label0,0.0,label0
117,10.876306680043864,label0,0.0,label0
118,10.90482705246602,label0,0.025000000000000001,label0
119,10.929776485888251,label0,0.0,label0
120,10.951056516295154,label0,0.050000000000000003,label0
121,10.968583161128631,label0,0.050000000000000003,label0
122,10.982287250728689,label0,0.050000000000000003,label0
123,10.992114701314478,label0,0.025000000000000001,label0
124,10.998026728428272,label0,0.025000000000000001,label0
125,11.0,label0,0.025000000000000001,label0
126,10.998026728428272,label0,0.025000000000000001,label0
127,10.992114701314478,label0,0.025000000000000001,label0
128,10.982287250728689,label0,0.0,label0
129,10.968583161128631,label0,0.0,label0
130,10.951056516295154,label0,0.0,label0
131,10.929776485888251,label0,0.050000000000000003,label0
132,10.90482705246602,label0,0.0,label0
133,10.876306680043864,label0,0.025000000000000001,label0
134,10.844327925502014,label0,0.025000000000000001,label0
135,10.809016994374948,label0,0.025000000000000001,label0
136,10.770513242775788,label0,0.025000000000000001,label0
137,10.72896862742141,label0,0.025000000000000001,label0
138,10.684547105928688,label0,0.0,label0
139,10.63742398974869,label0,0.0,label0
140,10.587785252292473,label0,0.0,label0
141,10.535826794978997,label0,0.0,label0
142,10.481753674101714,label0,0.0,label0
143,10.425779291565073,label0,0.0,label0
144,10.368124552684678,label0,0.0,label0
145,10.309016994374948,label0,0.025000000000000001,label0
146,10.248689887164856,label0,0.0,label0
147,10.187381314585725,label0,0.0,label0
148,10.125333233564303,label0,0.0,label0
149,10.062790519529313,label0,0.0,label0
150,10.0,label0,0.025000000000000001,label0
151,9.937209480470687,label0,0.025000000000000001,label0
152,9.874666766435697,label0,0.025000000000000001,label0
153,9.812618685414275,label0,0.0,label0
154,9.751310112835146,label0,0.025000000000000001,label0
155,9.690983005625053,label0,0.0,label0
156,9.631875447315323,label0,0.0,label0
157,9.574220708434929,label0,0.0,label0
158,9.518246325898284,label0,0.025000000000000001,label0
159,9.464173205021003,label0,0.025000000000000001,label0
160,9.412214747707527,label0,0.0,label0
161,9.362576010251312,label0,0.025000000000000001,label0
162,9.315452894071312,label0,0.025000000000000001,label0
163,9.27103137257859,label0,0.0,label0
164,9.229486757224212,label0,0.025000000000000001,label0
165,9.190983005625053,label0,0.025000000000000001,label0
166,9.155672074497984,label0,0.125,label0
167,9.123693319956136,label0,0.074999999999999997,label0
168,9.09517294753398,label0,0.074999999999999997,label0
169,9.070223514111749,label0,0.10000000000000001,label0
170,9.048943483704846,label0,0.074999999999999997,label0
171,9.031416838871369,label0,0.125,label0
172,9.017712749271311,label0,0.074999999999999997,label0
173,9.007885298685522,label0,0.0,label0
174,9.001973271571728,label0,0.0,label0
175,9.0,label0,0.025000000000000001,label0
176,9.001973271571728,label0,0.0,label0
177,9.007885298685522,label0,0.025000000000000001,label0
178,9.017712749271311,label0,0.025000000000000001,label0
179,9.031416838871369,label0,0.0,label0
180,9.048943483704846,label0,0.025000000000000001,label0
181,9.070223514111749,label0,0.0,label0
182,9.09517294753398,label0,0.0,label0
183,9.123693319956136,label0,0.0,label0
184,9.155672074497984,label0,0.0,label0
185,9.190983005625052,label0,0.0,label0
186,9.22948675722421,label0,0.0,label0
187,9.27103137257859,label0,0.0,label0
188,9.315452894071312,label0,0.0,label0
189,9.36257601025131,label0,0.025000000000000001,label0
190,9.412214747707527,label0,0.0,label0
191,9.464173205021003,label0,0.0,label0
192,9.518246325898284,label0,0.0,label0
193,9.574220708434925,label0,0.0,label0
194,9.631875447315322,label0,0.0,label0
195,9.690983005625052,label0,0.0,label0
196,9.751310112835144,label0,0.0,label0
197,9.812618685414273,label0,0.0,label0
198,9.874666766435697,label0,0.0,label0
199,9.937209480470687,label0,0.0,label0
200,10.0,label0,0.0,label0
201,10.062790519529312,label0,0.0,label0
202,10.125333233564303,label0,0.0,label0
203,10.187381314585725,label0,0.0,label0
204,10.248689887164854,label0,0.0,label0
205,10.309016994374947,label0,0.0,label0
206,10.368124552684677,label0,0.0,label0
207,10.425779291565071,label0,0.0,label0
208,10.481753674101716,label0,0.025000000000000001,label0
209,10.535826794978997,label0,0.0,label0
210,10.587785252292473,label0,0.0,label0
211,10.637423989748688,label0,0.025000000000000001,label0
212,10.684547105928688,label0,0.0,label0
213,10.72896862742141,label0,0.0,label0
214,10.77051324277579,label0,0.0,label0
215,10.809016994374947,label0,0.0,label0
216,10.844327925502014,label0,0.025000000000000001,label0
217,10.876306680043863,label0,0.025000000000000001,label0
218,10.904827052466018,label0,0.025000000000000001,label0
219,10.929776485888251,label0,0.0,label0
220,10.951056516295154,label0,0.0,label0
221,10.968583161128631,label0,0.025000000000000001,label0
222,10.982287250728689,label0,0.0,label0
223,10.992114701314478,label0,0.0,label0
224,10.998026728428272,label0,0.0,label0
225,11.0,label0,0.025000000000000001,label0
226,10.998026728428272,label0,0.025000000000000001,label0
227,10.992114701314478,label0,0.0,label0
228,10.982287250728689,label0,0.0,label0
229,10.968583161128631,label0,0.0,label0
230,10.951056516295154,label0,0.0,label0
231,10.929776485888251,label0,0.0,label0
232,10.90482705246602,label0,0.025000000000000001,label0
233,10.876306680043864,label0,0.0,label0
234,10.844327925502014,label0,0.0,label0
235,10.809016994374948,label0,0.0,label0
236,10.77051324277579,label0,0.0,label0
237,10.728968627421413,label0,0.0,label0
238,10.68454710592869,label0,0.025000000000000001,label0
239,10.637423989748692,label0,0.025000000000000001,label0
240,10.587785252292475,label0,0.0,label0
241,10.535826794978997,label0,0.0,label0
242,10.481753674101714,label0,0.025000000000000001,label0
243,10.425779291565073,label0,0.0,label0
244,10.368124552684678,label0,0.0,label0
245,10.309016994374948,label0,0.0,label0
246,10.248689887164856,label0,0.0,label0
247,10.187381314585727,label0,0.0,label0
248,10.125333233564305,label0,0.0,label0
249,10.062790519529315,label0,0.0,label0
250,10.000000000000002,label0,0.0,label0
251,9.937209480470687,label0,0.025000000000000001,label0
252,9.874666766435695,label0,0.0,label0
253,9.812618685414275,label0,0.0,label0
254,9.751310112835146,label0,0.0,label0
255,9.690983005625052,label0,0.025000000000000001,label0
256,9.631875447315322,label0,0.0,label0
257,9.574220708434927,label0,0.0,label0
258,9.518246325898284,label0,0.0,label0
259,9.464173205021003,label0,0.0,label0
260,9.412214747707527,label0,0.0,label0
261,9.362576010251312,label0,0.050000000000000003,label0
262,9.315452894071312,label0,0.0,label0
263,9.271031372578587,label0,0.0,label0
264,9.22948675722421,label0,0.025000000000000001,label0
265,9.190983005625052,label0,0.025000000000000001,label0
266,9.155672074497984,label0,0.025000000000000001,label0
267,9.123693319956136,label0,0.0,label0
268,9.09517294753398,label0,0.025000000000000001,label0
269,9.070223514111749,label0,0.0,label0
270,9.048943483704846,label0,0.025000000000000001,label0
271,9.031416838871369,label0,0.050000000000000003,label0
272,9.017712749271311,label0,0.050000000000000003,label0
273,9.007885298685522,label0,0.025000000000000001,label0
274,9.001973271571728,label0,0.0,label0
275,9.0,label0,0.025000000000000001,label0
276,9.001973271571728,label0,0.025000000000000001,label0
277,9.007885298685522,label0,0.025000000000000001,label0
278,9.017712749271311,label0,0.025000000000000001,label0
279,9.031416838871369,label0,0.025000000000000001,label0
280,9.048943483704846,label0,0.0,label0
281,9.070223514111749,label0,0.0,label0
282,9.09517294753398,label0,0.050000000000000003,label0
283,9.123693319956137,label0,0.025000000000000001,label0
284,9.155672074497986,label0,0.025000000000000001,label0
285,9.190983005625053,label0,0.025000000000000001,label0
286,9.229486757224212,label0,0.025000000000000001,label0
287,9.27103137257859,label0,0.0,label0
288,9.315452894071312,label0,0.0,label0
289,9.36257601025131,label0,0.050000000000000003,label0
290,9.412214747707527,label0,0.025000000000000001,label0
291,9.464173205021002,label0,0.0,label0
292,9.518246325898284,label0,0.0,label0
293,9.574220708434925,label0,0.0,label0
294,9.631875447315323,label0,0.0,label0
295,9.690983005625053,label0,0.025000000000000001,label0
296,9.751310112835146,label0,0.0,label0
297,9.812618685414275,label0,0.0,label0
298,9.874666766435695,label0,0.0,label0
299,9.937209480470687,label0,0.025000000000000001,label0
300,10.0,label0,0.025000000000000001,label0
301,10.062790519529312,label0,0.0,label0
302,10.125333233564303,label0,0.0,label0
303,10.187381314585723,label0,0.0,label0
304,10.248689887164852,label0,0.0,label0
305,10.309016994374948,label0,0.0,label0
306,10.368124552684678,label0,0.0,label0
307,10.425779291565073,label0,0.0,label0
308,10.481753674101714,label0,0.0,label0
309,10.535826794978997,label0,0.0,label0
310,10.587785252292473,label0,0.0,label0
311,10.637423989748688,label0,0.0,label0
312,10.684547105928688,label0,0.0,label0
313,10.72896862742141,label0,0.0,label0
314,10.770513242775788,label0,0.0,label0
315,10.809016994374948,label0,0.025000000000000001,label0
316,10.844327925502016,label0,0.0,label0
317,10.876306680043864,label0,0.0,label0
318,10.90482705246602,label0,0.0,label0
319,10.929776485888251,label0,0.0,label0
320,10.951056516295154,label0,0.0,label0
321,10.968583161128631,label0,0.0,label0
322,10.982287250728689,label0,0.0,label0
323,10.992114701314478,label0,0.0,label0
324,10.998026728428272,label0,0.0,label0
325,11.0,label0,0.025000000000000001,label0
326,10.998026728428272,label0,0.025000000000000001,label0
327,10.992114701314478,label0,0.025000000000000001,label0
328,10.982287250728689,label0,0.0,label0
329,10.968583161128631,label0,0.0,label0
330,10.951056516295155,label0,0.0,label0
331,10.929776485888251,label0,0.0,label0
332,10.904827052466018,label0,0.0,label0
333,10.876306680043864,label0,0.0,label0
334,10.844327925502014,label0,0.0,label0
335,10.809016994374948,label0,0.025000000000000001,label0
336,10.770513242775788,label0,0.0,label0
337,10.728968627421414,label0,0.0,label0
338,10.684547105928688,label0,0.0,label0
339,10.637423989748694,label0,0.0,label0
340,10.587785252292473,label0,0.0,label0
341,10.535826794979,label0,0.0,label0
342,10.481753674101716,label0,0.0,label0
343,10.425779291565071,label0,0.0,label0
344,10.36812455268468,label0,0.0,label0
345,10.309016994374947,label0,0.0,label0
346,10.248689887164858,label0,0.0,label0
347,10.187381314585725,label0,0.0,label0
348,10.125333233564309,label0,0.0,label0
349,10.062790519529313,label0,0.0,label0
350,10.000000000000004,label0,0.025000000000000001,label0
351,9.937209480470688,label0,0.0,label0
352,9.874666766435697,label0,0.0,label0
353,9.812618685414277,label0,0.0,label0
354,9.751310112835144,label0,0.0,label0
355,9.690983005625055,label0,0.0,label0
356,9.631875447315322,label0,0.0,label0
357,9.57422070843493,label0,0.0,label0
358,9.518246325898286,label0,0.0,label0
359,9.464173205021007,label0,0.0,label0
360,9.412214747707528,label0,0.025000000000000001,label0
361,9.362576010251312,label0,0.025000000000000001,label0
362,9.315452894071312,label0,0.025000000000000001,label0
363,9.271031372578587,label0,0.025000000000000001,label0
364,9.229486757224212,label0,0.0,label0
365,9.190983005625052,label0,0.0,label0
366,9.155672074497986,label0,0.0,label0
367,9.123693319956136,label0,0.025000000000000001,label0
368,9.095172947533982,label0,0.025000000000000001,label0
369,9.070223514111749,label0,0.0,label0
370,9.048943483704846,label0,0.025000000000000001,label0
371,9.031416838871369,label0,0.0,label0
372,9.017712749271311,label0,0.0,label0
373,9.007885298685522,label0,0.0,label0
374,9.001973271571728,label0,0.0,label0
375,9.0,label0,0.0,label0
376,9.001973271571728,label0,0.0,label0
377,9.007885298685522,label0,0.0,label0
378,9.017712749271311,label0,0.55000000000000004,label0
379,9.031416838871369,label0,0.0,label0
380,9.048943483704846,label0,0.0,label0
381,9.070223514111747,label0,0.0,label0
382,9.09517294753398,label0,0.025000000000000001,label0
383,9.123693319956136,label0,0.025000000000000001,label0
384,9.155672074497984,label0,0.0,label0
385,9.190983005625053,label0,0.0,label0
386,9.229486757224208,label0,0.0,label0
387,9.27103137257859,label0,0.025000000000000001,label0
388,9.315452894071312,label0,0.050000000000000003,label0
389,9.36257601025131,label0,0.025000000000000001,label0
390,9.412214747707527,label0,0.025000000000000001,label0
391,9.464173205021002,label0,0.0,label0
392,9.518246325898284,label0,0.0,label0
393,9.574220708434925,label0,0.0,label0
394,9.63187544731532,label0,0.0,label0
395,9.69098300562505,label0,0.0,label0
396,9.751310112835146,label0,0.0,label0
397,9.812618685414275,label0,0.0,label0
398,9.874666766435695,label0,0.0,label0
399,9.937209480470687,label0,0.0,label0
400,9.999999999999998,label0,0.0,label0
401,10.062790519529312,label0,0.0,label0
402,10.125333233564303,label0,0.0,label0
403,10.187381314585723,label0,0.0,label0
404,10.248689887164852,label0,0.0,label0
405,10.309016994374945,label0,0.0,label0
406,10.368124552684678,label0,0.0,label0
407,10.425779291565073,label0,0.0,label0
408,10.481753674101714,label0,0.0,label0
409,10.535826794978997,label0,0.0,label0
410,10.587785252292472,label0,0.0,label0
411,10.637423989748688,label0,0.025000000000000001,label0
412,10.684547105928687,label0,0.0,label0
413,10.72896862742141,label0,0.0,label0
414,10.770513242775788,label0,0.025000000000000001,label0
415,10.809016994374948,label0,0.0,label0
416,10.844327925502014,label0,0.025000000000000001,label0
417,10.876306680043864,label0,0.0,label0
418,10.90482705246602,label0,0.0,label0
419,10.929776485888251,label0,0.0,label0
420,10.951056516295154,label0,0.050000000000000003,label0
421,10.968583161128631,label0,0.025000000000000001,label0
422,10.982287250728689,label0,0.0,label0
423,10.992114701314478,label0,0.0,label0
424,10.998026728428272,label0,0.025000000000000001,label0
425,11.0,label0,0.0,label0
426,10.998026728428272,label0,0.22500000000000001,label0
427,10.992114701314478,label0,0.0,label0
428,10.982287250728689,label0,0.025000000000000001,label0
429,10.968583161128631,label0,0.0,label0
430,10.951056516295154,label0,0.025000000000000001,label0
431,10.929776485888253,label0,0.0,label0
432,10.90482705246602,label0,0.0,label0
433,10.876306680043863,label0,0.0,label0
434,10.844327925502016,label0,0.025000000000000001,label0
435,10.809016994374947,label0,0.0,label0
436,10.770513242775792,label0,0.025000000000000001,label0
437,10.72896862742141,label0,0.0,label0
438,10.684547105928688,label0,0.0,label0
439,10.63742398974869,label0,0.025000000000000001,label0
440,10.587785252292473,label0,0.0,label0
441,10.535826794978998,label0,0.0,label0
442,10.481753674101714,label0,0.0,label0
443,10.425779291565075,label0,0.0,label0
444,10.368124552684677,label0,0.0,label0
445,10.30901699437495,label0,0.0,label0
446,10.248689887164854,label0,0.0,label0
447,10.187381314585728,label0,0.0,label0
448,10.125333233564305,label0,0.0,label0
449,10.062790519529313,label0,0.0,label0
450,10.000000000000002,label0,0.0,label0
451,9.937209480470685,label0,0.0,label0
452,9.874666766435698,label0,0.0,label0
453,9.812618685414273,label0,0.0,label0
454,9.751310112835148,label0,0.0,label0
455,9.690983005625052,label0,0.0,label0
456,9.631875447315325,label0,0.0,label0
457,9.574220708434927,label0,0.0,label0
458,9.518246325898287,label0,0.0,label0
459,9.464173205021003,label0,0.0,label0
460,9.412214747707525,label0,0.025000000000000001,label0
461,9.362576010251312,label0,0.025000000000000001,label0
462,9.31545289407131,label0,0.0,label0
463,9.271031372578591,label0,0.0,label0
464,9.22948675722421,label0,0.0,label0
465,9.190983005625053,label0,0.025000000000000001,label0
466,9.155672074497986,label0,0.025000000000000001,label0
467,9.123693319956137,label0,0.0,label0
468,9.09517294753398,label0,0.025000000000000001,label0
469,9.07022351411175,label0,0.0,label0
470,9.048943483704846,label0,0.0,label0
471,9.031416838871369,label0,0.0,label0
472,9.017712749271311,label0,0.025000000000000001,label0
473,9.007885298685522,label0,0.0,label0
474,9.001973271571728,label0,0.025000000000000001,label0
475,9.0,label0,0.0,label0
476,9.001973271571728,label0,0.0,label0
477,9.007885298685522,label0,0.0,label0
478,9.017712749271311,label0,0.55000000000000004,label0
479,9.031416838871369,label0,0.0,label0
