x,y,label
0.0,10.342996646788484,0
0.06283185307179587,10.383772317429672,0
0.12566370614359174,10.538817048799812,0
0.18849555921538758,10.226187298987915,0
0.25132741228718347,11.140127362139538,0
0.3141592653589793,10.328322494114019,0
0.37699111843077515,10.856683684547475,0
0.43982297150257105,11.363346776559311,0
0.5026548245743669,10.69736615823819,0
0.5654866776461628,10.655337748495489,0
0.6283185307179586,11.183770414166412,0
0.6911503837897545,11.034416124279616,0
0.7539822368615503,10.812747828419768,0
0.8168140899333463,11.132015816949233,0
0.8796459430051421,11.752698467580572,0
0.9424777960769378,11.274683210501216,0
1.0053096491487339,11.115485520258414,0
1.0681415022205298,11.624723058478546,0
1.1309733552923256,11.473329691174346,0
1.1938052083641213,11.068865709958736,0
1.2566370614359172,11.606601923374471,0
1.3194689145077132,10.984636646780608,0
1.382300767579509,11.866136438633621,0
1.4451326206513047,11.433836897715524,0
1.5079644737231006,11.419251173708336,0
1.5707963267948966,11.350495912743192,0
1.6336281798666925,11.327494459758457,0
1.6964600329384882,11.709127422839622,0
1.7592918860102842,11.06201688692784,0
1.8221237390820801,11.47665569595018,0
1.8849555921538756,11.254892601314044,0
1.9477874452256716,11.662624444772986,0
2.0106192982974678,11.163428129131592,0
2.0734511513692637,11.643501571043338,0
2.1362830044410597,11.21982997304402,0
2.199114857512855,11.36568349764613,0
2.261946710584651,11.628331102556075,0
2.324778563656447,11.142929196406183,0
2.3876104167282426,11.516148789102026,0
2.4504422698000385,11.360767803193717,0
2.5132741228718345,10.60934574029638,0
2.57610597594363,11.366836667444122,0
2.6389378290154264,10.648929442274449,0
2.701769682087222,11.227946988580072,0
2.764601535159018,10.957765530450958,0
2.827433388230814,11.097695585289188,0
2.8902652413026093,10.942992151139936,0
2.9530970943744057,10.619211146806798,0
3.015928947446201,10.328286357696301,0
3.078760800517997,10.408679050018577,0
3.141592653589793,10.58569423053122,0
3.204424506661589,10.358185815142187,0
3.267256359733385,10.488431555700018,0
3.330088212805181,10.679091678507449,0
3.3929200658769765,10.629485757548245,0
3.4557519189487724,10.215475866875767,0
3.5185837720205684,9.970922753094932,0
3.581415625092364,10.443619847214162,0
3.6442474781641603,10.3141415267567,0
3.707079331235956,10.364679010010356,0
3.7699111843077513,9.42820244303533,0
3.8327430373795477,10.344065199135738,0
3.895574890451343,9.718841420207877,0
3.9584067435231396,9.529476135413505,0
4.0212385965949355,10.012081021090179,0
4.084070449666731,9.70981939202566,0
4.1469023027385274,10.022229569375881,0
4.209734155810323,9.684138435712208,0
4.272566008882119,9.405062491098668,0
4.335397861953915,9.651465495511573,0
4.39822971502571,9.372831430305098,0
4.461061568097507,9.77700824786562,0
4.523893421169302,9.23315139940792,0
4.586725274241098,9.785974971496431,0
4.649557127312894,9.00937909167073,0
4.71238898038469,9.939426136779595,0
4.775220833456485,9.658869163706866,0
4.838052686528282,9.42633019460647,0
4.900884539600077,9.442637282414045,0
4.9637163926718735,9.353992312656603,0
5.026548245743669,9.377327470299107,0
5.0893800988154645,9.909138718688181,0
5.15221195188726,9.993690461951893,0
5.215043804959057,9.576665406141775,0
5.277875658030853,9.577767590493794,0
5.340707511102648,9.976004500746681,0
5.403539364174444,9.60896721323364,0
5.466371217246239,9.989516094726422,0
5.529203070318036,10.289154290323342,0
5.592034923389832,10.011258863786724,0
5.654866776461628,10.0740802777815,0
5.717698629533423,9.801166350684776,0
5.780530482605219,10.47902753633953,0
5.843362335677015,10.186928994768765,0
5.906194188748811,10.559147680311618,0
5.969026041820607,10.37373694926957,0
6.031857894892402,9.83443292921848,0
6.094689747964199,10.088072985843356,0
6.157521601035994,10.299863915969665,0
6.220353454107791,10.626180313209751,0
6.283185307179586,10.462068049592128,0
6.346017160251382,10.626918712776032,0
6.408849013323178,10.265565760482849,0
6.471680866394974,11.130213080824253,0
6.53451271946677,10.254762552728389,0
6.5973445725385655,10.613200069220417,0
6.660176425610362,11.336221053575128,0
6.7230082786821574,10.863189548744874,0
6.785840131753953,10.519924064724067,0
6.8486719848257485,11.25219881787092,0
6.911503837897545,11.347787840492433,0
6.974335690969341,11.315329106796838,0
7.037167544041137,11.317994409560542,0
7.099999397112932,10.805637979639362,0
7.162831250184728,10.814241717889407,0
7.225663103256525,11.381826259808994,0
7.288494956328321,11.179646336450629,0
7.351326809400116,11.477397557685558,0
7.414158662471912,11.41056716535997,0
7.476990515543707,11.486254443899956,0
7.539822368615503,11.200545594175692,0
7.6026542216873,11.108501326046852,0
7.665486074759095,11.371579655501275,0
7.728317927830891,11.117974688792954,0
7.791149780902686,11.262221645224459,0
7.853981633974482,11.898136128587089,0
7.916813487046279,11.65048769687632,0
7.979645340118075,11.69778645927372,0
8.042477193189871,11.4338604633027,0
8.105309046261667,11.224538126877071,0
8.168140899333462,11.576377905864048,0
8.230972752405258,11.53710955632295,0
8.293804605477055,10.908596137346136,0
8.35663645854885,11.247956794162736,0
8.419468311620646,11.669794445026024,0
8.482300164692441,11.067661735203108,0
8.545132017764239,11.602959785645577,0
8.607963870836034,11.003609365227847,0
8.67079572390783,11.449803483079917,0
8.733627576979625,11.430410928897857,0
8.79645943005142,10.983087302223009,0
8.859291283123216,10.95894090081024,0
8.922123136195014,11.094126982637652,0
8.984954989266809,10.495144399856732,0
9.047786842338605,10.66234339497186,0
9.1106186954104,10.720043842159935,0
9.173450548482196,10.833486982583327,0
9.236282401553993,10.800018762192298,0
9.299114254625788,10.232133189902825,0
9.361946107697584,10.326697143028182,0
9.42477796076938,10.6423549084688,0
9.487609813841175,10.770496885878458,0
9.55044166691297,10.322692974959939,0
9.613273519984768,10.723443246998187,0
9.676105373056563,9.920603892806193,0
9.738937226128359,9.798815855989895,0
9.801769079200154,9.677705254108789,0
9.86460093227195,9.889850199936353,0
9.927432785343747,10.068321197917294,0
9.990264638415542,9.915761408466821,0
10.053096491487338,9.843203793252508,0
10.115928344559133,10.023201081666349,0
10.178760197630929,10.09692092643412,0
10.241592050702724,9.82196813151334,0
10.30442390377452,9.495502538269502,0
10.367255756846316,9.781957384517295,0
10.430087609918115,9.371354119998118,0
10.49291946298991,9.776498725197477,0
10.555751316061706,9.828766601021016,0
10.618583169133501,9.60146155535121,0
10.681415022205297,9.942404242143807,0
10.744246875277092,9.175367935848193,0
10.807078728348888,9.665372879245743,0
10.869910581420683,9.009276915529778,0
10.932742434492479,9.284566910243312,0
10.995574287564274,9.24580465113423,0
11.058406140636071,9.063708315632775,0
11.121237993707869,9.430786106437253,0
11.184069846779664,9.41355453440408,0
11.24690169985146,9.608083899129015,0
11.309733552923255,9.33395548505126,0
11.37256540599505,9.397903838964211,0
11.435397259066846,9.985723749022323,0
11.498229112138642,9.438639988799416,0
11.561060965210437,10.090930759677152,0
11.623892818282235,9.83724398072842,0
11.68672467135403,9.49444063891833,0
11.749556524425827,9.500450883422543,0
11.812388377497623,10.037907275778588,0
11.875220230569418,9.892640771628628,0
11.938052083641214,10.121637135034467,0
12.00088393671301,10.432108463388452,0
12.063715789784805,10.25267708677794,0
12.1265476428566,10.45822399549229,0
12.189379495928398,10.14465509829997,0
12.252211349000193,10.495713334743144,0
12.315043202071989,9.761061087116385,0
12.377875055143784,10.634866413132595,0
12.440706908215581,10.009291528386909,0
12.503538761287377,10.141302796133267,0
12.566370614359172,10.337337643525645,0
12.629202467430968,11.013199753579334,0
12.692034320502763,10.502456688767696,0
12.75486617357456,10.478525010304894,0
12.817698026646356,10.490232589142513,0
12.880529879718152,10.731842308176592,0
12.943361732789947,11.182746394966953,0
13.006193585861743,10.82964600845732,0
13.06902543893354,10.94360910548045,0
13.131857292005336,11.401098169406046,0
13.194689145077131,11.015037189995134,0
13.257520998148927,10.899602647283464,0
13.320352851220724,10.712088276801532,0
13.38318470429252,11.21556543657223,0
13.446016557364315,10.817999272724935,0
13.50884841043611,11.684756353643996,0
13.571680263507906,11.18386716476832,0
13.634512116579701,11.660250731508992,0
13.697343969651497,11.127550090326144,0
13.760175822723294,11.729353669214893,0
13.82300767579509,11.236740600637013,0
13.885839528866887,11.775785647336829,0
13.948671381938683,11.877455944271356,0
14.011503235010478,11.246303461126935,0
14.074335088082274,11.196023968289182,0
14.137166941154069,11.930166257620916,0
14.199998794225865,11.652398638926163,0
14.26283064729766,11.52190800705015,0
14.325662500369456,11.093001201672774,0
14.388494353441251,11.116801653819348,0
14.45132620651305,11.870368112912857,0
14.514158059584846,11.450906153421712,0
14.576989912656641,11.154711870668352,0
14.639821765728437,11.646716361973105,0
14.702653618800232,11.271258878844193,0
14.765485471872028,11.306441491562854,0
14.828317324943823,11.041547535278063,0
14.891149178015619,10.859433814745302,0
14.953981031087414,11.622139454761317,0
15.01681288415921,11.133845487497926,0
15.079644737231005,10.727312279453402,0
15.142476590302804,11.20515462225181,0
15.2053084433746,10.541444712431893,0
15.268140296446395,11.352724122671585,0
15.33097214951819,10.94480810666996,0
15.393804002589986,10.495863548620436,0
15.456635855661782,10.881604970193125,0
15.519467708733577,10.637265809102809,0
15.582299561805373,10.985331258102326,0
15.645131414877168,10.795280649039372,0
15.707963267948964,10.749203237298095,0
15.770795121020763,10.853618135226947,0
15.833626974092558,10.142833764111678,0
15.896458827164354,10.239031434444003,0
15.95929068023615,10.077116516610177,0
16.022122533307947,9.8972481895567,0
16.084954386379742,10.051018370171331,0
16.147786239451538,9.603815846680632,0
16.210618092523333,9.617345504093116,0
16.27344994559513,9.496635834725899,0
16.336281798666924,9.887558821109653,0
16.39911365173872,9.504204893557576,0
16.461945504810515,10.245666311901722,0
16.524777357882314,9.680493508947935,0
16.58760921095411,9.290141452133586,0
16.650441064025905,10.12281683615828,0
16.7132729170977,9.92164449611204,0
16.776104770169496,9.873430561291864,0
16.838936623241292,9.646710862430316,0
16.901768476313087,9.29312041385111,0
16.964600329384883,9.14202910888186,0
17.02743218245668,9.656240262156077,0
17.090264035528477,9.667351110459267,0
17.153095888600273,9.267828821296765,0
17.21592774167207,9.316655554521283,0
17.278759594743864,9.133024681984942,0
17.34159144781566,9.118435606028578,0
17.404423300887455,9.660234995371892,0
17.46725515395925,9.350029725425781,0
17.530087007031046,9.680378923906797,0
17.59291886010284,9.46323323435736,0
17.655750713174637,9.216827665272213,0
17.718582566246432,9.783306607423171,0
17.78141441931823,9.625330638685092,0
17.844246272390027,9.870071844112363,0
17.907078125461823,10.181069805150475,0
17.969909978533618,10.133299857206788,0
18.032741831605414,9.78820494470912,0
18.09557368467721,9.54582611002649,0
18.158405537749005,9.58184943457261,0
18.2212373908208,9.71971899358815,0
18.284069243892596,10.192805616140571,0
18.34690109696439,9.519731165706249,0
18.409732950036187,9.58581746739352,0
18.472564803107986,10.533036136146125,0
18.53539665617978,9.76894291002511,0
18.598228509251577,9.777955100185649,0
18.661060362323372,10.786220902811925,0
18.723892215395168,10.030385332365437,0
